41,36,20
41,36,40
41,36,60
41,36,80
41,36,100
41,36,120
41,36,140
41,36,160
41,36,180
41,36,200
41,36,220
41,36,240
41,36,260
41,36,280
41,36,300
41,36,320
41,36,340
41,36,360
41,36,380
41,36,400
41,36,420
41,36,440
41,36,460
41,36,480
41,36,500
41,36,520
41,36,540
41,36,560
41,36,580
41,36,600
41,36,620
41,36,640
41,36,660
41,36,680
41,36,700
41,36,720
41,36,740
41,36,760
41,36,780
41,36,800
41,36,820
41,36,840
41,36,860
41,36,880
41,36,900
41,36,920
41,36,940
41,36,960
41,36,980
41,36,1000
41,36,1020
41,36,1040
41,36,1060
41,36,1080
41,36,1100
41,36,1120
41,36,1140
41,36,1160
41,36,1180
41,36,1200
41,36,1220
41,36,1240
41,36,1260
41,36,1280
41,36,1300
41,36,1320
41,36,1340
41,36,1360
41,36,1380
41,36,1400
41,36,1420
41,36,1440
41,36,1460
41,36,1480
41,36,1500
41,36,1520
41,36,1540
41,36,1560
41,36,1580
41,36,1600
41,36,1620
41,36,1640
41,36,1660
41,36,1680
41,36,1700
41,36,1720
41,36,1740
41,36,1760
41,36,1780
41,36,1800
41,36,1920
41,36,1940
41,36,1960
41,36,1980
41,36,2000
41,36,2020
41,36,2040
41,36,2060
41,36,2080
41,36,2100
36,41,2120
29,32,2140
41,36,2140
41,36,2160
41,36,2180
36,41,2200
41,36,2220
41,36,2240
36,41,2260
41,36,2280
41,36,2300
41,36,2320
41,36,2340
41,36,2360
41,36,2380
41,36,2400
41,36,2420
41,36,2440
41,36,2460
41,36,2480
41,36,2500
41,36,2520
41,36,2540
41,36,2560
41,36,2580
41,36,2600
36,41,2620
41,36,2640
41,36,2660
41,36,2680
41,36,2700
41,36,2720
41,36,2740
41,36,2760
41,36,2780
41,36,2800
41,36,2820
41,36,2840
41,36,2860
41,36,2880
36,41,2900
41,36,2920
41,36,2940
41,36,2960
41,36,2980
41,36,3000
41,36,3020
41,36,3040
41,36,3060
41,36,3080
41,36,3100
41,36,3120
41,36,3140
41,36,3160
41,36,3180
41,36,3200
41,36,3220
41,36,3240
41,36,3260
41,36,3280
41,36,3300
41,36,3320
41,36,3340
41,36,3360
41,36,3380
41,36,3400
41,36,3420
41,36,3440
41,36,3460
41,36,3480
41,36,3500
41,36,3520
36,41,3540
41,36,3560
41,36,3580
41,36,3600
41,36,3620
41,36,3640
41,36,3660
41,36,3680
41,36,3700
29,32,3700
41,36,3720
29,32,3720
29,32,3740
36,41,3740
41,36,3760
41,36,3780
41,36,3800
41,36,3820
32,29,3820
41,36,3840
29,32,3860
41,36,3860
41,36,3880
32,29,3880
29,32,3900
36,41,3900
41,36,3920
41,36,3940
36,41,3960
36,41,3980
41,36,4000
41,36,4020
41,32,4020
32,36,4020
41,36,4040
41,29,4060
41,36,4060
41,29,4080
41,36,4080
41,36,4100
41,36,4120
41,36,4140
36,29,4140
29,41,4160
41,36,4160
29,41,4180
29,36,4180
36,41,4180
41,29,4200
41,36,4200
29,36,4200
41,29,4220
41,36,4220
36,41,4240
29,41,4260
29,36,4260
36,41,4260
41,29,4280
29,41,4300
36,32,4320
36,32,4340
41,29,4380
36,29,4380
29,41,4400
29,89,4400
29,41,4420
29,32,4420
29,41,4440
29,32,4440
29,89,4440
41,29,4460
29,41,4500
32,8,4520
8,29,4520
32,41,4540
32,29,4540
8,29,4540
29,41,4540
36,41,4540
32,41,4560
32,10,4560
32,10,4580
8,29,4580
32,29,4600
32,10,4600
29,41,4600
32,10,4620
32,8,4620
8,29,4620
10,29,4620
32,8,4640
32,10,4640
10,8,4640
8,41,4640
8,29,4640
32,10,4660
32,10,4680
41,29,4680
41,64,4680
64,41,4700
8,36,4700
41,32,4700
64,41,4720
64,29,4720
64,32,4720
8,36,4720
64,41,4740
64,29,4740
64,32,4740
41,29,4740
64,36,4760
64,32,4760
36,32,4760
32,36,4780
32,29,4800
32,36,4800
29,32,4820
32,36,4840
1,36,4840
32,7,4860
32,14,4860
7,41,4860
41,29,4880
41,7,4880
7,29,4880
32,14,4880
7,29,4900
7,36,4900
7,32,4900
29,36,4900
41,36,4900
14,32,4900
7,29,4920
29,32,4920
32,14,4920
7,32,4940
14,32,4940
29,32,4960
14,32,4960
32,29,4980
32,37,4980
32,14,4980
29,14,4980
87,32,5000
37,32,5000
37,1,5000
29,32,5000
29,1,5000
14,32,5000
1,29,5020
29,32,5020
2,32,5020
14,32,5020
2,32,5040
14,32,5040
2,32,5060
14,32,5060
2,14,5080
14,32,5080
14,32,5100
32,2,5120
32,14,5120
37,36,5120
29,48,5120
2,14,5120
48,29,5140
37,36,5140
14,32,5140
78,14,5160
29,32,5160
14,32,5160
78,32,5180
29,32,5180
29,14,5180
14,32,5180
78,29,5200
78,32,5200
29,32,5200
29,14,5200
14,32,5200
78,29,5220
78,32,5220
1,36,5220
29,32,5220
29,14,5220
14,32,5220
78,32,5240
78,14,5240
1,36,5240
14,32,5240
78,32,5260
1,36,5260
14,32,5260
32,78,5280
32,14,5300
78,0,5320
0,29,5320
29,32,5340
29,0,5340
14,32,5340
78,0,5360
32,29,5380
32,108,5380
108,47,5380
78,0,5380
47,29,5380
108,47,5400
29,32,5400
64,36,5420
29,3,5420
29,32,5420
108,32,5420
29,3,5440
36,87,5440
7,0,5460
29,3,5460
36,41,5460
7,0,5480
87,36,5480
70,32,5480
29,32,5480
3,32,5480
70,32,5500
32,3,5500
78,7,5500
87,36,5500
29,3,5500
70,32,5520
32,77,5520
87,36,5520
70,29,5540
70,32,5540
29,77,5540
29,32,5540
8,37,5540
77,32,5540
64,108,5560
29,77,5560
70,32,5560
77,32,5560
32,29,5580
32,70,5580
1,2,5600
70,32,5600
29,32,5600
32,70,5620
32,74,5620
32,70,5640
8,2,5640
47,87,5660
8,2,5660
37,36,5660
29,32,5660
8,2,5680
37,36,5680
36,2,5680
8,2,5700
32,29,5720
32,86,5720
29,86,5720
47,87,5740
48,37,5740
29,86,5740
29,32,5740
86,32,5740
32,29,5760
29,86,5760
32,86,5780
32,105,5780
29,86,5780
105,29,5800
105,86,5800
105,32,5800
29,86,5800
86,32,5800
32,29,5820
32,86,5820
29,86,5820
87,47,5840
20,29,5860
105,29,5860
105,32,5860
29,32,5860
32,29,5880
32,105,5880
32,20,5880
20,29,5880
49,29,5880
47,87,5880
32,49,5900
32,29,5900
20,29,5900
47,87,5900
32,29,5920
32,49,5920
20,29,5920
49,29,5920
32,49,5940
32,29,5940
49,29,5940
32,29,5960
32,49,5960
49,80,5960
47,87,5960
29,80,5960
49,80,5980
49,32,5980
29,80,5980
80,32,5980
49,86,6000
49,105,6000
80,29,6000
80,32,6000
